FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
Vardan,Adzemian,LA Galaxy,D,"12900.0","12900.0"
Charles,Alamo,LA Galaxy,GK,"12900.0","12900.0"
Chris,Albright,New England Revolution,D,"160000.0","160000.0"
Johnny,Alcaraz,Houston Dynamo,M,"12900.0","12900.0"
Ely,Allen,LA Galaxy,F,"12900.0","12900.0"
Arturo,Alvarez,San Jose Earthquakes,M,"166250.0","175587.5"
Juan Pablo,Angel,New York Red Bulls,F,"1500000.0","1593750.0"
Jose,Angulo,MLS Pool,F,"12900.0","12900.0"
Miguel,Arce,San Jose Earthquakes,F,"12900.0","12900.0"
Davy,Arnaud,Sporting Kansas City,M,"105000.0","106875.0"
Corey,Ashe,Houston Dynamo,M,"33000.0","33000.0"
Nana,Attakora-Gyan,Toronto FC,D,"12900.0","12900.0"
Eric,Avila,FC Dallas,M,"45000.0","78000.0"
Jay,Ayres,San Jose Earthquakes,D,"17700.0","17700.0"
Gabriel,Badilla,New England Revolution,D,"138000.0","138000.0"
Mehdi,Ballouchy,Colorado Rapids,M,"75000.0","93000.0"
Michael,Banner,Chicago Fire,D,"12900.0","12900.0"
Jeremy,Barlow,LA Galaxy,D,"12900.0","12900.0"
Chad,Barrett,Toronto FC,F,"53773.13","61273.13"
Wade,Barrett,Houston Dynamo,D,"148838.0","148838.0"
Kyle,Beckerman,Real Salt Lake,M,"143000.0","145500.0"
David,Beckham,LA Galaxy,M,"5500000.08","6500000.04"
Anthony,Beltran,Real Salt Lake,D,"55000.0","90500.0"
Nikolas,Besagno,Real Salt Lake,D,"100000.0","136500.0"
Cuauhtemoc,Blanco,Chicago Fire,M,"2492316.0","2666778.0"
Scott,Bolkan,LA Galaxy,M,"12900.0","12900.0"
Nat,Borchers,Real Salt Lake,D,"120000.0","127500.0"
Danleigh,Borman,New York Red Bulls,M,"17700.0","17700.0"
Jonathan,Bornstein,Chivas USA,D,"77500.0","77500.0"
Terry,Boss,New York Red Bulls,GK,"33000.0","35500.0"
Robert,Boswell,Houston Dynamo,D,"33000.0","33000.0"
Tristan,Bowen,LA Galaxy,F,"45000.0","76363.63"
Andrew,Boyens,New York Red Bulls,D,"41250.0","43750.0"
Justin,Braun,Chivas USA,F,"12900.0","12900.0"
Jim,Brennan,Toronto FC,D,"175000.0","183250.0"
Sam,Brill,New England Revolution,D,"12900.0","12900.0"
C.J.,Brown,Chicago Fire,D,"111711.0","111711.0"
Kyle,Brown,Houston Dynamo,F,"33000.0","33000.0"
Edson,Buddle,LA Galaxy,F,"147000.0","157000.0"
Marc,Burch,DC United,D,"33000.0","33000.0"
Jose,Burciaga,Colorado Rapids,D,"80000.0","82500.0"
Bobby,Burling,Chivas USA,D,"17700.0","17700.0"
Kevin,Burns,Columbus Crew,M,"12900.0","12900.0"
Preston,Burpo,Colorado Rapids,GK,"55116.18","55116.18"
Ray,Burse,FC Dallas,GK,"33000.0","33000.0"
Jon,Busch,Chicago Fire,GK,"80000.0","81250.0"
Tony,Caig,Houston Dynamo,GK,"52596.0","52596.0"
Geoff,Cameron,Houston Dynamo,M,"33000.0","33000.0"
Joe,Cannon,San Jose Earthquakes,GK,"213000.0","213000.0"
Calen,Carr,Chicago Fire,F,"50600.0","63100.0"
Fred,Carreiro da Silva,DC United,M,"210000.0","242000.0"
Brian,Carroll,Columbus Crew,M,"122500.0","126250.0"
Jeff,Carroll,DC United,D,"12900.0","12900.0"
Pat,Carroll,DC United,D,"12900.0","12900.0"
Conor,Casey,Colorado Rapids,F,"190008.0","190008.0"
Mauricio,Castro,New England Revolution,M,"90000.0","96250.0"
Daniel,Cepero,New York Red Bulls,GK,"12900.0","12900.0"
Michael,Chabala,Houston Dynamo,M,"17700.0","17700.0"
Kraig,Chiles,Chivas USA,M,"12900.0","12900.0"
Brian,Ching,Houston Dynamo,F,"231000.0","231000.0"
Gabriel,Cichero,New York Red Bulls,D,"156000.0","157500.0"
Colin,Clark,Colorado Rapids,M,"33000.0","33000.0"
Ricardo,Clark,Houston Dynamo,M,"225500.0","225500.0"
Ryan,Cochrane,San Jose Earthquakes,D,"132000.0","133250.0"
Nico,Colaluca,Colorado Rapids,M,"70000.0","103000.0"
Wilman,Conde,Chicago Fire,D,"156000.0","163500.0"
Jimmy,Conrad,Sporting Kansas City,D,"213750.0","225000.0"
Jon,Conway,New York Red Bulls,GK,"115000.0","115000.0"
Terry,Cooke,Colorado Rapids,M,"167500.0","172500.0"
Kenny,Cooper,FC Dallas,F,"80000.0","83000.0"
Ryan,Cordeiro,DC United,M,"17700.0","17700.0"
Ramiro,Corrales,San Jose Earthquakes,M,"190000.0","202500.0"
Bouna,Coundoul,Colorado Rapids,GK,"33000.0","33000.0"
Louis,Crayton,DC United,GK,"168000.0","175857.14"
Adam,Cristman,New England Revolution,F,"33000.0","33000.0"
Steve,Cronin,LA Galaxy,GK,"75000.0","75000.0"
Omar,Cummings,Colorado Rapids,F,"33000.0","33000.0"
John,Cunliffe,San Jose Earthquakes,F,"35500.0","50500.0"
Jeffrey,Cunningham,FC Dallas,F,"245000.0","257500.0"
Jim,Curtin,Chivas USA,D,"104004.0","104004.0"
Kenny,Cutler,Real Salt Lake,M,"36000.0","36000.0"
Greg,Dalby,Colorado Rapids,M,"33000.0","33000.0"
Andrew,Daniels,FC Dallas,D,"33000.0","33000.0"
Dulio,Davino,FC Dallas,D,"400000.0","400000.0"
Brad,Davis,Houston Dynamo,M,"126000.0","126000.0"
Michael,Dello-Russo,FC Dallas,D,"33000.0","33000.0"
Eric,Denton,San Jose Earthquakes,D,"55200.0","55200.0"
Dwayne,DeRosario,Houston Dynamo,M,"324999.96","324999.96"
Kenny,Deuchar,Real Salt Lake,F,"135000.0","145000.0"
Daniel,Dichio,Toronto FC,F,"157500.0","165625.0"
John,DiRaimondo,Colorado Rapids,M,"17700.0","17700.0"
Francis,Doe,DC United,F,"33000.0","40500.0"
