FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
Bradley,Wright-Phillips,Columbus Crew,F,410000.00,475750.00
Gyasi,Zardes,Columbus Crew,F,1350000.00,1400000.00
Lucas,Zelarayan,Columbus Crew,M,1620000.00,1985000.00
Ramon,Abila,DC United,F,800000.00,1105000.00
Antonio,Alfaro,DC United,D,81375.00,81375.00
Paul,Arriola,DC United,M,1000000.00,1050000.00
Yamil,Asad,DC United,M-F,475000.00,542667.00
Steven,Birnbaum,DC United,D,700000.00,712500.00
Jovanny,Bolivar,DC United,F,81375.00,81375.00
Frederic,Brillant,DC United,D,300000.00,315000.00
Russell,Canouse,DC United,M,500000.00,500000.00
Michael,Deshields,DC United,D,81375.00,81375.00
Edison,Flores,DC United,M-F,1600000.00,1733000.00
Jacob,Greene,DC United,D-M,63547.00,66547.00
Julian,Gressel,DC United,M,705000.00,760781.00
Bill,Hamid,DC United,GK,500000.00,500000.00
Brendan,Hines-Ike,DC United,D,240000.00,274429.00
Ola,Kamara,DC United,F,400000.00,420000.00
Jon,Kempin,DC United,GK,85444.00,85444.00
Felipe,Martins,DC United,M,150000.00,150000.00
Joseph,Mora,DC United,D,184000.00,198600.00
Junior,Moreno,DC United,M,184000.00,193550.00
Andy,Najar,DC United,D,90000.00,100000.00
Moses,Nyeman,DC United,M,85444.00,88230.00
Chris,Odoi-Atsem,DC United,D,130000.00,141000.00
Kevin,Paredes,DC United,M,100000.00,108000.00
Adrien,Perez,DC United,F,81375.00,81375.00
Donovan,Pines,DC United,D,125000.00,127000.00
Yordy,Reyna,DC United,M-F,711500.00,774640.00
Nigel,Robertha,DC United,F,550000.00,622406.00
Chris,Seitz,DC United,GK,160000.00,160000.00
Andrew,Skundrich,DC United,M-F,81375.00,81375.00
Kimarni,Smith,DC United,M-F,81375.00,81375.00
Erik,Sorga,DC United,F,150000.00,173000.00
Griffin,Yow,DC United,F,110000.00,116118.00
Luciano,Acosta,FC Cincinnati,M,1943500.00,2222854.00
Isaac,Atanga,FC Cincinnati,F,259000.00,273000.00
Zico,Bailey,FC Cincinnati,D,66724.00,66724.00
Alvaro,Barreal,FC Cincinnati,F,300000.00,300000.00
Tyler,Blackett,FC Cincinnati,D,398400.00,398400.00
Geoff,Cameron,FC Cincinnati,D,336000.00,389667.00
Edgar,Castillo,FC Cincinnati,D,121000.00,127019.00
Allan,Cruz,FC Cincinnati,M,1020000.00,1134000.00
Chris,Duvall,FC Cincinnati,D,81375.00,81375.00
Jonas,Fjeldberg,FC Cincinnati,,63547.00,63547.00
Avionne,Flanagan,FC Cincinnati,D,63547.00,63547.00
Joe,Gyau,FC Cincinnati,D,273000.00,273000.00
Nick,Hagglund,FC Cincinnati,D,175000.00,184375.00
Calvin,Harris,FC Cincinnati,F,81375.00,96375.00
Yuya,Kubo,FC Cincinnati,M,1091000.00,1206750.00
Ben,Lundt,FC Cincinnati,GK,85444.00,87019.00
Ronald,Matarrita,FC Cincinnati,D,700000.00,756875.00
Haris,Medunjanin,FC Cincinnati,M,570000.00,625750.00
Ben,Mines,FC Cincinnati,M,81375.00,86239.00
Kamohelo,Mokotjo,FC Cincinnati,M,925000.00,1007969.00
Arquimides,Ordonez,FC Cincinnati,F,63547.00,67084.00
Kyle,Scott,FC Cincinnati,M,81375.00,92458.00
Brenner,Souza da Silva,FC Cincinnati,F,1221818.00,1760418.00
Caleb,Stanko,FC Cincinnati,M,210000.00,210000.00
Beckham,Sunderland,FC Cincinnati,GK,63547.00,67609.00
Przemyslaw,Tyton,FC Cincinnati,GK,262500.00,269375.00
Gustavo,Vallecilla,FC Cincinnati,D,252000.00,284880.00
Florian,Valot,FC Cincinnati,M,93581.00,97498.00
Maikel,Van Der Werff,FC Cincinnati,D,350000.00,435167.00
Brandon,Vazquez,FC Cincinnati,F,250000.00,279167.00
Kenneth,Vermeer,FC Cincinnati,GK,81375.00,104375.00
Bryan,Acosta,FC Dallas,M,650000.00,700000.00
Matheus,Bressan,FC Dallas,D,536000.00,582340.00
Nkosi,Burgess,FC Dallas,D,66724.00,66724.00
Edwin,Cerrillo,FC Dallas,M,95000.00,110000.00
Justin,Che,FC Dallas,D,80000.00,89209.00
Kalil,Elmedkhar,FC Dallas,D,63547.00,63547.00
Jesus,Ferreira,FC Dallas,F,550000.00,550000.00
Caiser Sergio,Gomes,FC Dallas,D,81375.00,81375.00
Matt,Hedges,FC Dallas,D,850000.00,850000.00
Dominick,Hernandez,FC Dallas,M,63547.00,73237.00
Ryan,Hollingshead,FC Dallas,D,346500.00,346500.00
Franco,Jara,FC Dallas,F,2290000.00,2977000.00
Jose Antonio,Martinez,FC Dallas,D,600000.00,673000.00
Jimmy,Maurer,FC Dallas,GK,250000.00,267888.00
Phelipe,Megiolaro,FC Dallas,GK,150000.00,176250.00
Eddie,Munjoma,FC Dallas,D,66724.00,66724.00
John,Nelson,FC Dallas,D,115000.00,123000.00
Jader,Obrian,FC Dallas,F,360000.00,444600.00
Ricardo,Pepi,FC Dallas,F,200000.00,271333.00
Paxton,Pomykal,FC Dallas,M,600000.00,600000.00
Facundo,Quignon,FC Dallas,M,786000.00,840627.00
Beni,Redzic,FC Dallas,M,63547.00,71169.00
Andres,Ricaurte,FC Dallas,M,450000.00,487178.00
Thomas,Roberts,FC Dallas,M,150000.00,163000.00
Szabolcs,Schon,FC Dallas,F,300000.00,341800.00
Dante,Sealy,FC Dallas,F,100000.00,113400.00
Brandon,Servania,FC Dallas,M,230400.00,271400.00
Collin,Smith,FC Dallas,D,63547.00,66547.00
Ema,Twumasi,FC Dallas,F,200000.00,246900.00
Freddy,Vargas,FC Dallas,M,160000.00,186000.00
Kyle,Zobeck,FC Dallas,GK,85444.00,85444.00
Corey,Baird,Houston Dynamo,F,365000.00,396031.00
Mateo,Bajamich,Houston Dynamo,F,264000.00,324069.00
Ethan,Bartlow,Houston Dynamo,D,81375.00,88875.00
Jose,Bizama,Houston Dynamo,D,225000.00,250000.00
Adalberto,Carraquilla,Houston Dynamo,M,418908.00,469132.00
Juan,Castilla,Houston Dynamo,M,63547.00,77897.00
Darwin,Ceren,Houston Dynamo,M,195500.00,245500.00
Joe,Corona,Houston Dynamo,M,275000.00,290000.00
Griffin,Dorsey,Houston Dynamo,D,110000.00,129000.00
Maynor,Figueroa,Houston Dynamo,D,150000.00,157688.00
Alejandro,Fuenmayor,Houston Dynamo,D,190008.00,217508.00
Oscar Boniek,Garcia,Houston Dynamo,M,81375.00,81375.00
Teenage,Hadebe,Houston Dynamo,D,960000.00,1125177.00
Ian,Hoffmann,Houston Dynamo,D,63547.00,63547.00
Derrick,Jones,Houston Dynamo,M,160000.00,182969.00
Sam,Junqua,Houston Dynamo,D,81375.00,81375.00
Ariel,Lassiter,Houston Dynamo,F,210000.00,230280.00
Nico,Lemoine,Houston Dynamo,F,66724.00,66724.00
Adam,Lundkvist,Houston Dynamo,D,325000.00,372500.00
Marko,Maric,Houston Dynamo,GK,465000.00,513250.00
Erik,McCue,Houston Dynamo,D,81375.00,81375.00
Kyle,Morton,Houston Dynamo,GK,81375.00,81375.00
Michael,Nelson,Houston Dynamo,GK,85444.00,85444.00
Marcelo,Palomino,Houston Dynamo,F,66724.00,66724.00
Tim,Parker,Houston Dynamo,D,1161800.00,1199300.00
Tyler,Pasher,Houston Dynamo,F,150000.00,157881.00
Fafa,Picault,Houston Dynamo,F,500000.00,500000.00
Darwin,Quintero,Houston Dynamo,F,1352055.00,1352055.00
Daniel Esteban,Rios,Houston Dynamo,M,63547.00,68069.00
Memo,Rodriguez,Houston Dynamo,M,265000.00,290935.00
Maximiliano,Urruti,Houston Dynamo,F,1136127.00,1270146.00
Zarek,Valentin,Houston Dynamo,D,250000.00,280000.00
Matias Gabriel,Vera,Houston Dynamo,M,350000.00,356250.00
George,Acosta,Inter Miami,M,81375.00,81375.00
Ventura,Alvarado,Inter Miami,D,81375.00,124708.00
Edison,Azcona,Inter Miami,M,63547.00,63547.00
Drake,Callender,Inter Miami,GK,120000.00,120000.00
Julian,Carranza,Inter Miami,F,750000.00,750000.00
Dylan,Castanheira,Inter Miami,GK,81375.00,81375.00
Jay,Chapman,Inter Miami,M,167500.00,180333.00
Gregore,De Magalhaes Silva,Inter Miami,M,550000.00,651000.00
Jorge,Figal,Inter Miami,D,600000.00,630000.00
Ian,Fray,Inter Miami,D,63547.00,63547.00
Kieran,Gibbs,Inter Miami,D,120000.00,128167.00
Leandro,Gonzalez Pirez,Inter Miami,D,849996.00,1010246.00
Sami,Guediri,Inter Miami,D,63547.00,63547.00
Federico,Higuain,Inter Miami,M-F,81375.00,81375.00
Gonzalo,Higuain,Inter Miami,F,5100000.00,5793750.00
Joevin,Jones,Inter Miami,D-M,180000.00,278100.00
Kelvin,Leerdam,Inter Miami,D,180000.00,297625.00
Christian,Makoun,Inter Miami,D-M,175000.00,175000.00
Nick,Marsman,Inter Miami,GK,150000.00,262188.00
Blaise,Matuidi,Inter Miami,M,1500000.00,1500000.00
John,McCarthy,Inter Miami,GK,130000.00,136583.00
Lewis,Morgan,Inter Miami,M-F,550000.00,553125.00
Josh,Penn,Inter Miami,M-F,63547.00,63547.00
Rodolfo,Pizarro,Inter Miami,M-F,3050000.00,3350000.00
Jairo,Quinteros,Inter Miami,D,66724.00,66724.00
Robbie,Robinson,Inter Miami,F,125000.00,170000.00
Patrick,Seagrist,Inter Miami,D,63547.00,63547.00
Ryan,Shawcross,Inter Miami,D,300000.00,307500.00
Brek,Shea,Inter Miami,M-D,135000.00,135000.00
Victor,Ulloa,Inter Miami,M,220000.00,220000.00
Felipe,Valencia,Inter Miami,F,63547.00,63547.00
Indiana,Vassilev,Inter Miami,F,81375.00,81375.00
Danilo,Acosta,LA Galaxy,D,135000.00,135000.00
Daniel,Aguirre,LA Galaxy,M-F,63547.00,63547.00
Efrain,Alvarez,LA Galaxy,M,500000.00,612167.00
Julian,Araujo,LA Galaxy,D,550000.00,653750.00
Jonathan,Bond,LA Galaxy,GK,450000.00,501875.00
Kevin,Cabral,LA Galaxy,F,1440000.00,1440000.00
Sega,Coulibaly,LA Galaxy,D,300000.00,337000.00
Nick,DePuy,LA Galaxy,D,81375.00,81375.00
Jonathan,dos Santos,LA Galaxy,M,2000000.00,2000000.00
Cameron,Dunbar,LA Galaxy,F,100000.00,116750.00
Adam,Esparza-Saldana,LA Galaxy,M,81375.00,87309.00
Marcus,Ferkranus,LA Galaxy,D,90000.00,103625.00
Oniel,Fisher,LA Galaxy,D,140000.00,147625.00
Giancarlo,Gonzalez,LA Galaxy,D,850000.00,850000.00
Samuel,Grandsir,LA Galaxy,F-M,850000.00,938427.00
Nicholas,Hamalainen,LA Galaxy,D-M,612500.00,612500.00
Carlos Miguel,Harvey,LA Galaxy,D-M,81375.00,81375.00
Javier,Hernandez,LA Galaxy,F,6000000.00,6000000.00
Dejan,Joveljic,LA Galaxy,F,612500.00,612500.00
Jonathan,Klinsmann,LA Galaxy,GK,81375.00,81375.00
Sacha,Kljestan,LA Galaxy,M,247350.00,247350.00
Kai,Koreniuk,LA Galaxy,M-F,85444.00,85444.00
Sebastian,Lletget,LA Galaxy,M,800000.00,923750.00
Eric,Lopez,LA Galaxy,GK,81375.00,81375.00
Jalen,Neal,LA Galaxy,D,90000.00,103625.00
Jonathan,Perez,LA Galaxy,M,125000.00,146750.00
Rayan,Raveloson,LA Galaxy,M,780000.00,855025.00
Daniel,Steres,LA Galaxy,D,375000.00,393750.00
Victor,Vazquez,LA Galaxy,M,400000.00,439167.00
Jorge,Villafa–a,LA Galaxy,D,450000.00,486667.00
Justin,Vom Steeg,LA Galaxy,GK,85444.00,85444.00
Derrick,Williams,LA Galaxy,D,750000.00,821458.00
Augustine,Williams,LA Galaxy,F-M,63547.00,63547.00
Ethan,Zubak,LA Galaxy,F,130000.00,133125.00
Cristian,Arango,LAFC,M-F,600000.00,659000.00
Eduard,Atuesta,LAFC,M,550000.00,1278000.00
Jamal,Blackman,LAFC,GK,360000.00,409333.00
Tristan,Blackmon,LAFC,D,193000.00,203000.00
Latif,Blessing,LAFC,M,360000.00,376667.00
Jose,Cifuentes,LAFC,M,367875.00,411750.00
Daniel,Crisostomo,LAFC,M,63547.00,63547.00
Erik,Duenas,LAFC,D,90444.00,92444.00
Bryce,Duke,LAFC,M,90000.00,90000.00
Raheem,Edwards,LAFC,D-M,96375.00,96375.00
Mamadou,Fall,LAFC,D-M,81375.00,94125.00
Marco,Farfan,LAFC,D,190000.00,190000.00
Julian,Gaines,LAFC,D,81375.00,83375.00
Francisco,Ginella,LAFC,M,425000.00,547250.00
Jordan,Harvey,LAFC,D,110000.00,110000.00
Sebastien,Ibeagha,LAFC,D,150000.00,177125.00
Cal,Jennings,LAFC,F,81375.00,81375.00
Antonio,Leone,LAFC,D-M,81375.00,83375.00
Kim,Moon-Hwan,LAFC,D-M,500000.00,524000.00
Jesus,Murillo,LAFC,D,400000.00,459500.00
Danny,Musovski,LAFC,F,85444.00,85444.00
Michee,Ngalina,LAFC,F,81375.00,82875.00
Kwadwo,Opoku,LAFC,F-M,81375.00,122430.00
Diego,Palacios,LAFC,D,432000.00,456000.00
Alvaro,Quezada,LAFC,D-M,63547.00,63547.00
Brian,Rodriguez,LAFC,F,700000.00,1039800.00
Tomas,Romero,LAFC,GK,81375.00,86375.00
Diego,Rossi,LAFC,F,1000000.00,1052000.00
Eddie,Segura,LAFC,D,200000.00,224000.00
Pablo,Sisniega,LAFC,GK,150000.00,150000.00
Christian,Torres,LAFC,F,79738.00,90968.00
Mohamed,Traore,LAFC,D,91444.00,91444.00
Carlos,Vela,LAFC,F,4500000.00,6300000.00
Cody,Cropper,Major League Soccer,GK,81375.00,84427.00
Adam,Jahn,Major League Soccer,F,125000.00,134000.00
Matt,Lampson,Major League Soccer,GK,85444.00,85444.00
Riley,Mcgree,Major League Soccer,M,170000.00,180000.00
Ike,Opara,Major League Soccer,D,600000.00,685333.00
Matias,Pellegrini,Major League Soccer,M-F,825000.00,920833.00
Sergio,Ruiz,Major League Soccer,M,300000.00,363000.00
Jan,Sobocinksi,Major League Soccer,D,120000.00,146250.00
Fanendo,Adi,Minnesota United,F,81375.00,83875.00
Juan,Agudelo,Minnesota United,F,200000.00,212500.00
Osvaldo,Alonso,Minnesota United,M,300000.00,322000.00
Noah,Billingsley,Minnesota United,D,66724.00,66724.00
Michael,Boxall,Minnesota United,D,384000.00,422400.00
Thomas,Chacon,Minnesota United,M-F,420000.00,432000.00
Bakaye,Dibassy,Minnesota United,D,625000.00,718125.00
Hassani,Dotson,Minnesota United,M-D,81375.00,81375.00
Fred,Emmings,Minnesota United,GK,66724.00,72724.00
Ethan,Finlay,Minnesota United,M,450000.00,450000.00
Franco,Fragapane,Minnesota United,M-F,135000.00,142500.00
Chase,Gasper,Minnesota United,D,81375.00,81375.00
Jan,Gregus,Minnesota United,M,750000.00,883500.00
Niko,Hansen,Minnesota United,M,110004.00,129004.00
Jacori,Hayes,Minnesota United,M,160000.00,169833.00
Adrien,Hunou,Minnesota United,F,2350000.00,2587702.00
Aziel,Jackson,Minnesota United,M-F,63547.00,67444.00
Brent,Kallman,Minnesota United,D,150000.00,158125.00
Nabilai,Kibunguchy,Minnesota United,F,63547.00,63547.00
Robin,Lod,Minnesota United,M-F,849996.00,952496.00
Justin,McMaster,Minnesota United,F,63547.00,63547.00
Romain,Metanire,Minnesota United,D,600000.00,699250.00
Tyler,Miller,Minnesota United,GK,400000.00,420937.00
Callum,Montgomery,Minnesota United,D,81375.00,83292.00
Jukka,Raitala,Minnesota United,D,285000.00,306350.00
Emanuel,Reynoso,Minnesota United,M,750000.00,966910.00
Joseph,Rosales,Minnesota United,M,81375.00,81375.00
Dayne,St. Clair,Minnesota United,GK,95000.00,99520.00
DJ,Taylor,Minnesota United,M,63547.00,63547.00
Wil,Trapp,Minnesota United,M,747500.00,747500.00
Patrick,Weah,Minnesota United,M-F,63547.00,76733.00
Adrian,Zendejas,Minnesota United,GK,81375.00,90208.00
Zorhan,Bassong,CF Montreal,D,81375.00,93875.00
Clement,Bayiha,CF Montreal,M-D,85500.00,90875.00
Zachary,Brault-Guillard,CF Montreal,D,170000.00,203625.00
Sebastian,Breza,CF Montreal,GK,63547.00,63547.00
Rudy,Camacho,CF Montreal,D,800000.00,851653.00
Mathieu,Choiniere,CF Montreal,M,105000.00,114238.00
Keesean,Ferdinand,CF Montreal,,63547.00,73592.00
Tomas,Giraldo,CF Montreal,M,66724.00,75481.00
Ahmed,Hamdi,CF Montreal,M,400000.00,497500.00
Sunusi,Ibrahim,CF Montreal,F,200000.00,291250.00
Assi,Jean-Aniel,CF Montreal,,63547.00,71310.00
Bjorn,Johnsen,CF Montreal,F,900000.00,1036667.00
Mustafa,Kizza,CF Montreal,D,150000.00,166800.00
Ismael,KonŽ,CF Montreal,M,63547.00,66172.00
Lassi,Lappalainen,CF Montreal,M,383657.00,383657.00
Emanuel,Maciel,CF Montreal,M,118182.00,129811.00
Djordje,Mihailovic,CF Montreal,M,600000.00,651875.00
Matko,Milijevic,CF Montreal,M,545455.00,593364.00
Kamal,Miller,CF Montreal,D,85444.00,85444.00
James,Pantemis,CF Montreal,GK,130000.00,145833.00
Samuel,Piette,CF Montreal,M,425000.00,454750.00
Romell,Quioto,CF Montreal,F,800000.00,885000.00
Sean,Rea,CF Montreal,,63547.00,71730.00
Nathan-Dylan,Saliba,CF Montreal,,63547.00,73999.00
Jonathan,Sirois,CF Montreal,GK,66724.00,71167.00
"Aljaz ""Kiki""",Struna,CF Montreal,D,1100000.00,1210000.00
Ballou,Tabla,CF Montreal,M,250000.00,276250.00
Robert,Thorkelsson,CF Montreal,D,150000.00,173500.00
Joaquin,Torres,CF Montreal,M,200000.00,249800.00
Mason,Toye,CF Montreal,F,175000.00,233000.00
Victor,Wanyama,CF Montreal,M,2400000.00,3091667.00
Joel,Waterman,CF Montreal,D,81375.00,90284.00
Karifa,Yao,CF Montreal,D,81375.00,85591.00
Rida,Zouhir,CF Montreal,M,63547.00,71730.00
David,Accam,Nashville SC,F,975000.00,1102916.00
Jalil,Anibaba,Nashville SC,D,200000.00,200000.00
Tah Brian,Anunga,Nashville SC,M,81375.00,81375.00
Handwalla,Bwana,Nashville SC,F-M,85444.00,85444.00
Jhonder,Cadiz,Nashville SC,F,855000.00,1023800.00
Robert,Castellanos,Nashville SC,D,63547.00,63547.00
Abu,Danladi,Nashville SC,F,180000.00,237000.00
