FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
Kellyn,Acosta,FC Dallas,M,"55000.0","79000.0"
Samuel,Adekugbe,Vancouver Whitecaps,D,"50000.0","55000.0"
Fanendo,Adi,Portland Timbers,F,"580800.0","593300.0"
Gale,Agbossoumonde,Colorado Rapids,D,"48825.0","55491.67"
Tesho,Akindele,FC Dallas,F,"48500.0","48500.0"
Andre,Akpan,New England Revolution,F,"48500.0","51333.33"
Bryce,Alderson,Vancouver Whitecaps,M,"100000.0","115000.0"
,Alex,Chicago Fire,M,"123750.0","133700.0"
Eric,Alexander,New York Red Bulls,M,"115000.0","128750.0"
Kalif,Alhassan,Portland Timbers,M,"120000.0","120000.0"
Jordan,Allen,Real Salt Lake,M/F,"80000.0","90000.0"
Osvaldo,Alonso,Seattle Sounders FC,M,"400000.0","400000.0"
Kevin,Alston,New England Revolution,D,"125000.0","143333.33"
Carlos,Alvarez,Colorado Rapids,M,"73150.0","108150.0"
Yordany,Alvarez,Orlando City SC,M,"48500.0","56000.0"
Quincy,Amarikwa,Chicago Fire,F,"60000.0","60000.0"
Juan Luis,Anangono,Chicago Fire,F,"175000.0","175000.0"
Jalil,Anibaba,Seattle Sounders FC,D,"119620.0","159620.0"
Bernardo,Anor,Columbus Crew,M,"48825.0","48825.0"
Onyekachi,Apam,Seattle Sounders FC,D,"60000.0","60000.0"
Manuel,Aparicio,Toronto FC,M,"36504.0","36504.0"
Anthony,Arena,Houston Dynamo,D,"36504.0","36504.0"
David,Armstrong,Colorado Rapids,M,"36504.0","36504.0"
Davy,Arnaud,DC United,M,"212500.0","212500.0"
Jairo,Arrieta,Columbus Crew,F,"135000.0","135000.0"
Corey,Ashe,Houston Dynamo,M,"165000.0","174750.0"
Nana,Attakora,DC United,D,"62500.0","65575.52"
Jeff,Attinella,Real Salt Lake,GK,"48825.0","48825.0"
Eric,Avila,Chivas USA,M,"115000.0","135000.0"
Michael,Azira,Seattle Sounders FC,D,"48504.0","51147.54"
Kingsley,Baiden,Columbus Crew,M,"36504.0","36504.0"
Rich,Balchan,Real Salt Lake,D,"48500.0","48500.0"
Mehdi,Ballouchy,Vancouver Whitecaps,M,"65000.0","65000.0"
Brandon,Barklage,San Jose Earthquakes,M,"65000.0","68415.21"
Darrius,Barnes,New England Revolution,D,"80000.0","86666.67"
Giles,Barnes,Houston Dynamo,M,"230000.0","241158.33"
Leandro,Barrera,Chivas USA,F,"50000.0","50000.0"
Chad,Barrett,Seattle Sounders FC,F,"80000.0","85000.0"
Chad,Barson,Columbus Crew,D,"48825.0","48825.0"
DaMarcus,Beasley,Houston Dynamo,D,"750000.0","779166.67"
Kyle,Beckerman,Real Salt Lake,M,"350000.0","378750.0"
Adam,Bedell,Columbus Crew,F,"36504.0","36504.0"
Steven,Beitashour,Vancouver Whitecaps,D,"170000.0","177166.67"
Kyle,Bekker,Toronto FC,M,"51150.0","77400.0"
Louis,Beland-Goyette,CF Montreal,M,"36504.0","36504.0"
Anthony,Beltran,Real Salt Lake,D,"186450.0","186450.0"
Joe,Bendik,Toronto FC,GK,"140000.0","147375.0"
Jerry,Bengtson,New England Revolution,F,"144000.0","144000.0"
Jair,Benitez,FC Dallas,D,"97875.0","97875.0"
Victor,Bernardez,San Jose Earthquakes,D,"100008.0","141608.0"
